,Samuel L. Jackson,Morgan Freeman,Bruce Willis,Robert De Niro,Matt Damon,Owen Wilson,Johnny Depp,Liam Neeson,Brad Pitt,Nicolas Cage,Stanley Tucci,Frank Welker,George Clooney,Cate Blanchett,Editor,Producer,crew_num,cast_num,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Zemeckis,Martin Scorsese,Tim Burton,Michael Bay,Renny Harlin,Robert Rodriguez,Steven Soderbergh,budget,Drama,Action,Comedy,Thriller,Adventure,genres_num,duringcreditsstinger,based on novel,aftercreditsstinger,dystopia,3d,violence,woman director,murder,original_en,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Relativity Media,Walt Disney Pictures,com_num,United States of America,United Kingdom,Germany,France,Canada,Australia,runtime,English,Français,month
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,26,19,0,0,0,0,0,0,0,0,0,0,44,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,96.0,1,0,5
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,88.0,1,0,2
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,23,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,219.0,1,1,11
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,17,0,0,0,0,0,0,0,0,0,0,50,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,106.0,1,1,1
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,83,16,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,109.0,1,0,11
1035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,10,13,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,136.0,1,0,12
1036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,27,23,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,103.0,1,0,2
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,57,11,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,84.0,1,0,4
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,19,22,0,0,0,0,0,0,0,0,0,0,42,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,154.0,1,0,6
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,25,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,99.0,1,0,5
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,17,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,93.0,1,0,1
1041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,49,19,0,0,0,0,0,0,0,0,0,0,42,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,109.0,1,0,3
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,27,0,0,0,0,0,0,0,0,0,0,42,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,124.0,1,0,5
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,76,14,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,84.0,1,0,6
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,89,26,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,90.0,1,0,1
1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,13,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,117.0,1,1,6
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,23,0,0,0,0,0,0,0,0,0,0,43,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,117.0,1,0,6
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,23,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,248.0,1,0,6
1048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,36,0,0,0,0,0,0,0,0,0,0,42,1,0,0,1,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,115.0,1,0,4
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,33,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,119.0,1,0,1
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,19,0,0,0,0,0,0,0,0,0,0,32,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,133.0,1,0,7
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,46,22,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,100.0,1,0,3
1052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,338,86,0,0,0,0,0,0,0,0,0,0,60,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,120.0,1,0,3
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,10,0,0,0,0,0,0,0,0,0,0,48,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,104.0,1,0,5
1054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,16,20,0,0,0,0,0,0,0,0,0,0,42,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0,122.0,1,1,9
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,27,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99.0,0,0,12
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,17,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,91.0,1,0,1
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,24,38,0,0,0,0,0,0,0,0,0,0,44,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,112.0,1,0,12
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,22,13,0,0,0,0,0,0,0,0,0,0,42,0,1,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,1,0,12
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,12,0,0,0,0,0,0,0,0,0,0,33,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,100.0,0,1,10
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,92,19,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,110.0,1,0,11
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,95,16,0,0,0,0,0,0,0,0,0,0,65,1,1,0,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,132.0,1,0,5
1062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,89,51,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,107.0,1,0,8
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27,56,0,0,0,0,0,0,0,0,0,0,42,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,102.0,1,0,1
1064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,9,18,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,100.0,1,0,10
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,10,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,126.0,1,0,6
1066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,30,31,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,138.0,1,0,12
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,71,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,108.0,1,0,6
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,0,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,105.0,1,0,9
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29,55,0,0,0,1,0,0,0,0,0,0,40,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,108.0,1,0,11
1070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75,59,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,1,0,0,89.0,1,1,7
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,17,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,125.0,1,0,2
1072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,10,33,0,0,0,0,0,0,0,0,1,0,38,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,84.0,1,0,7
1073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,23,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,149.0,1,0,7
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,17,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,98.0,1,0,12
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,48,47,0,0,0,0,0,0,0,0,0,0,40,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,121.0,1,0,12
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,27,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,128.0,1,0,7
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,30,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,134.0,1,0,5
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,105,99,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,120.0,1,0,9
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,129.0,1,0,2
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,20,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,83.0,1,0,4
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,23,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,116.0,1,0,2
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,54,0,0,0,1,0,0,0,0,0,0,40,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,118.0,1,0,5
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,31,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,100.0,1,0,3
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,29,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,128.0,1,0,11
1085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,21,15,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,123.0,1,1,8
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,43,22,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,128.0,0,0,4
1087,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,58,63,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,139.0,1,0,12
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,26,82,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,110.0,1,0,11
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,7,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,120.0,1,0,2
1090,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,23,25,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,121.0,1,0,9
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,72,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,102.0,1,0,1
1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,59,15,0,0,0,0,0,0,0,0,0,0,40,1,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,112.0,1,1,9
1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36,24,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,152.0,1,0,10
1094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,99,52,0,0,0,0,0,0,0,0,1,0,40,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,124.0,1,0,4
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,29,0,0,0,0,0,0,0,0,0,0,40,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,90.0,1,0,2
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,82,46,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,105.0,1,0,3
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,19,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,114.0,1,0,11
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,69,81,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,189.0,1,0,12
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,8,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,99.0,1,0,1
1100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,10,14,0,0,0,0,0,0,0,0,0,0,57,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,123.0,1,0,3
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,54,49,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,102.0,1,0,3
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,109.0,1,0,4
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,13,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,82.0,1,0,8
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,92,66,1,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,141.0,1,0,10
1105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,19,0,0,0,0,0,0,0,0,0,0,40,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,106.0,1,0,11
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,25,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,109.0,1,0,6
1107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,13,18,0,0,0,0,0,0,0,0,0,0,50,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,107.0,1,0,10
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41,23,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,110.0,1,1,7
1109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,16,10,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,96.0,1,0,7
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,0,0,0,0,0,0,0,0,0,0,35,1,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,131.0,1,0,1
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,21,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,119.0,1,0,3
1112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,30,18,0,0,0,0,0,0,0,0,0,0,30,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,1,1,0,0,113.0,1,0,2
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,58,41,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,130.0,1,0,10
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,19,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,108.0,1,0,11
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,17,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,89.0,1,0,2
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,78,39,0,0,0,0,0,0,0,0,0,0,40,1,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,139.0,1,0,12
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,49,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,130.0,1,1,6
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,63,12,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,107.0,1,0,7
1119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82,14,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,96.0,1,0,3
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,30,20,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,99.0,1,0,6
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,99,20,0,0,0,0,0,0,0,0,0,0,43,1,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,1,0,1,0,0,0,104.0,1,0,7
1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,22,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,101.0,1,1,5
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,27,71,0,1,0,0,0,0,0,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134.0,1,0,6
1124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,43,26,0,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,135.0,1,0,11
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,117,11,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,98.0,1,0,11
1126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,35,24,1,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,155.0,1,0,12
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,67,40,0,0,0,0,0,0,0,0,0,0,40,0,1,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,94.0,1,0,12
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,73,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,96.0,1,0,2
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,53,17,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,1,0,0,0,0,104.0,1,0,2
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,95.0,1,0,12
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,24,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,111.0,1,0,4
1132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,77,16,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,123.0,1,0,2
