,Samuel L. Jackson,Morgan Freeman,Bruce Willis,Robert De Niro,Matt Damon,Owen Wilson,Johnny Depp,Liam Neeson,Brad Pitt,Nicolas Cage,Stanley Tucci,Frank Welker,George Clooney,Cate Blanchett,Editor,Producer,crew_num,cast_num,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Zemeckis,Martin Scorsese,Tim Burton,Michael Bay,Renny Harlin,Robert Rodriguez,Steven Soderbergh,budget,Drama,Action,Comedy,Thriller,Adventure,genres_num,duringcreditsstinger,based on novel,aftercreditsstinger,dystopia,3d,violence,woman director,murder,original_en,Warner Bros.,Universal Pictures,Paramount Pictures,Twentieth Century Fox Film Corporation,Columbia Pictures,New Line Cinema,Relativity Media,Walt Disney Pictures,com_num,United States of America,United Kingdom,Germany,France,Canada,Australia,runtime,English,Français,month
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,116,28,0,0,0,0,0,0,0,0,0,0,80,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,88.0,1,0,11
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,72,18,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,104.0,1,0,12
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,17,0,0,0,0,0,0,0,0,0,0,75,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,135.0,1,0,8
445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,92,20,0,0,0,0,0,0,0,0,0,0,68,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,135.0,1,0,10
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33,62,0,0,0,0,0,0,0,0,0,0,70,0,1,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,98.0,1,0,6
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,80.0,1,0,12
448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,25,15,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,83.0,1,0,5
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,102.0,1,0,7
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,105,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,130.0,1,0,4
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,97,29,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,129.0,1,0,7
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,22,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,89.0,1,0,9
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,46,12,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,74.0,1,0,12
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,27,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,96.0,1,0,3
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,53,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,99.0,1,0,6
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,17,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,129.0,1,0,10
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,18,0,0,0,0,0,0,0,0,0,0,85,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,113.0,1,0,10
458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,110,20,0,0,0,0,0,0,0,0,0,0,88,0,1,1,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,118.0,1,1,8
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,22,0,0,0,0,0,1,0,0,0,0,70,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,106.0,1,1,12
460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,25,44,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,89.0,1,1,9
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,6,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,145.0,1,0,12
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,93,18,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,115.0,1,0,12
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,1,87.0,1,0,12
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,16,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,118.0,1,1,5
465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,63,58,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,1,0,0,0,90.0,1,0,11
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,112.0,1,1,12
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,114,16,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,116.0,1,1,11
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,25,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,177.0,1,1,12
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,21,0,0,0,0,0,0,0,0,0,0,90,1,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,92.0,1,0,11
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,92,22,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,106.0,1,0,10
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,93,9,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,106.0,1,0,11
472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,27,27,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,94.0,1,0,12
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,31,20,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,110.0,1,0,5
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,43,36,0,0,0,0,0,0,0,0,0,0,130,1,1,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,105.0,1,0,2
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,60,38,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,135.0,1,0,12
476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33,28,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,89.0,1,0,6
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,86,10,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,94.0,1,0,1
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29,15,0,0,0,0,0,0,0,0,0,0,78,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,95.0,1,0,9
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,14,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,124.0,1,0,9
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,123,16,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,136.0,1,0,3
481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,21,0,0,0,0,0,0,0,0,0,0,79,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,91.0,1,0,11
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,105,40,0,0,0,0,0,0,0,0,0,0,76,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,107.0,1,0,6
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,92.0,1,0,7
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,17,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,99.0,1,0,8
485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,9,20,0,0,0,0,0,0,0,0,0,0,76,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,88.0,0,0,6
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,53,31,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,87.0,1,0,6
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,150,33,0,0,0,0,0,0,0,0,0,0,78,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,1,1,0,0,0,110.0,1,0,7
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,39,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,98.0,1,0,6
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,69,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,145.0,1,0,6
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,97,23,1,0,0,0,0,0,0,0,0,0,73,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,129.0,1,0,5
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,55,21,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,86.0,1,1,5
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,102,73,0,0,0,0,0,0,0,0,0,0,76,1,1,0,1,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,109.0,1,0,9
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,23,19,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,104.0,1,0,7
494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,18,0,0,0,0,0,0,0,0,0,0,75,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9,1,0,1,0,0,0,110.0,1,0,6
495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,30,25,0,0,0,0,0,0,1,0,0,0,75,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,136.0,1,0,6
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,42,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,91.0,1,0,3
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,108,55,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,99.0,1,0,2
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,152,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,117.0,1,0,7
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,26,0,0,0,0,0,0,0,1,0,0,80,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,114.0,1,0,8
500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,34,18,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,115.0,1,1,5
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,102.0,1,0,6
502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,68,23,1,0,0,0,0,0,0,0,0,0,60,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,128.0,1,1,6
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,100.0,1,0,1
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,18,0,0,0,0,0,0,0,0,0,0,75,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,124.0,1,0,12
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,75,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,102.0,1,0,12
506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,76,16,0,0,0,0,0,0,0,0,0,0,75,0,1,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,90.0,1,0,9
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,86,23,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,134.0,1,0,12
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,59,0,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,118.0,1,0,3
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,22,19,1,0,0,0,0,0,0,0,0,0,70,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1,0,0,1,1,0,164.0,1,1,12
510,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,138,31,0,0,0,0,0,0,0,0,0,0,70,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,121.0,1,0,3
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,17,34,0,0,0,0,0,0,0,0,0,0,75,0,1,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,100.0,1,0,6
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,105,27,0,0,0,0,0,0,0,0,0,0,75,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,116.0,1,0,8
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,109,14,0,0,0,0,0,0,0,0,0,0,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,130.0,1,0,12
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,93,17,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,91.0,1,0,7
515,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,104,10,0,0,0,0,0,0,0,0,0,0,75,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,123.0,1,0,10
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,16,0,0,0,0,0,0,0,0,0,0,55,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,134.0,1,1,7
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,29,26,0,0,0,0,0,0,0,0,0,0,75,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,110.0,1,0,11
518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,24,14,0,0,0,0,0,0,0,0,0,0,52,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,113.0,1,0,3
519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,42,8,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,94.0,1,0,6
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,35,0,0,0,0,0,0,0,0,0,0,75,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,116.0,1,0,6
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,49,19,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,99.0,1,0,10
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,31,100,0,0,0,0,0,0,0,0,0,0,75,0,1,1,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,93.0,1,0,2
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,120,16,0,0,0,0,0,0,0,0,0,0,45,1,1,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,113.0,1,0,12
524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,56,40,0,0,0,0,0,0,0,0,0,0,75,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,106.0,1,0,11
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,17,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0,1,4,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,91.0,1,0,6
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,46,35,0,0,0,0,0,0,0,0,0,0,82,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,110.0,1,0,3
527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,78,23,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,98.0,1,0,8
528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,71,12,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,134.0,1,0,2
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,32,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,97.0,1,0,5
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,25,17,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,112.0,1,0,2
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,17,78,0,0,0,0,0,0,0,0,0,0,75,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,1,0,0,0,0,0,146.0,1,0,7
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,22,19,0,0,0,0,0,0,0,0,0,0,70,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,1,0,1,0,0,0,110.0,1,0,8
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,24,0,0,0,0,0,0,0,0,0,0,72,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,116.0,1,0,8
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,74,48,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,87.0,1,0,6
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,67,55,0,0,0,0,0,0,0,0,0,0,72,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,177.0,1,1,5
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,20,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,125.0,1,0,11
537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,66,21,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,87.0,1,0,7
538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,28,17,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,152.0,1,0,12
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,17,0,0,0,0,0,0,0,1,0,0,94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,116.0,1,0,4
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,15,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,109.0,1,1,4
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,121,16,0,0,0,0,0,0,0,0,0,0,60,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,108.0,1,0,7
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,12,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,85.0,1,0,6
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,88,15,0,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,106.0,1,0,8
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,72,25,0,0,0,0,0,0,0,0,0,0,150,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,93.0,1,0,5
545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,40,48,0,0,0,0,0,0,0,0,0,0,120,0,0,1,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,117.0,1,0,6
